price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,state,city,locality,latitude,longitude
14791101,3520,4,3,2,yes,no,no,yes,yes,1,no,unfurnished,Uttarakhand,Haldwani,Rampur Road,29.1831,79.4995
3242381,1452,3,1,3,yes,yes,no,no,yes,1,no,semi-furnished,Punjab,Jalandhar,Civil Lines,31.3194,75.6068
26374437,4958,5,1,2,no,no,no,no,no,2,yes,semi-furnished,Jammu & Kashmir,Jammu,Gandhi Nagar,32.7747,74.8724
6697460,1260,3,2,1,yes,no,no,no,no,3,no,furnished,Maharashtra,Mumbai,Powai,19.0325,72.8679
3426558,1810,3,3,3,no,no,no,no,yes,3,yes,unfurnished,Andhra Pradesh,Guntur,Brindavan Gardens,16.2916,80.4611
2600417,839,2,2,1,yes,yes,no,no,no,3,yes,semi-furnished,Delhi,New Delhi,Greater Kailash,28.5674,77.2241
2631328,1769,3,2,1,no,no,no,no,yes,2,yes,furnished,Delhi,East Delhi,Laxmi Nagar,28.6499,77.2506
7625561,2480,3,1,2,no,yes,no,no,yes,1,no,furnished,Uttarakhand,Haridwar,Sidcul,29.9835,78.2106
5420206,1643,3,2,2,no,no,no,no,no,2,no,unfurnished,Odisha,Rourkela,Panposh,22.2156,84.8808
2457144,1409,2,2,1,no,no,no,yes,no,0,no,semi-furnished,Jharkhand,Ranchi,Hinoo,23.3163,85.3243
5241515,3815,4,1,2,yes,no,no,yes,yes,1,no,furnished,Uttarakhand,Haridwar,BHEL,29.9525,78.135
14466859,3199,4,3,4,yes,yes,no,no,yes,1,no,unfurnished,Uttar Pradesh,Lucknow,Indira Nagar,26.8619,80.9419
5490217,3913,4,1,2,yes,yes,no,yes,yes,1,no,furnished,Madhya Pradesh,Jabalpur,Vijay Nagar,23.1811,79.9682
1620743,1101,2,3,2,no,yes,no,no,yes,2,no,furnished,Delhi,South Delhi,Defence Colony,28.533,77.2648
2766328,1872,3,1,2,yes,no,yes,no,yes,1,no,furnished,Chhattisgarh,Raipur,Shankar Nagar,21.2738,81.6035
43497745,7772,5,1,2,yes,no,no,no,yes,1,yes,semi-furnished,Chhattisgarh,Raipur,Telibandha,21.2908,81.6221
6287891,2190,4,1,2,no,no,no,no,yes,2,no,semi-furnished,Delhi,South Delhi,Malviya Nagar,28.5109,77.2233
4807605,1288,3,1,4,yes,yes,yes,no,yes,1,no,furnished,Delhi,New Delhi,Dwarka,28.5948,77.1905
2155994,1311,2,3,3,yes,no,no,no,no,2,yes,semi-furnished,Uttar Pradesh,Agra,Dayalbagh,27.1689,78.033
4329020,3244,4,4,3,no,yes,no,no,yes,1,no,unfurnished,Gujarat,Vadodara,Manjalpur,22.3564,73.2029
2192267,1546,3,3,2,yes,yes,no,yes,yes,1,no,furnished,Andhra Pradesh,Guntur,Brodipet,16.2991,80.4429
762722,927,2,3,3,yes,yes,no,yes,yes,2,no,unfurnished,Assam,Guwahati,Ganeshguri,26.1783,91.716
10123060,3696,4,1,1,yes,no,yes,yes,no,1,yes,semi-furnished,Kerala,Kozhikode,Wayanad Road,11.2741,75.8002
6752466,2288,3,2,1,no,no,no,no,no,3,yes,furnished,Odisha,Bhubaneswar,Saheed Nagar,20.3319,85.8213
15263527,3612,5,3,2,yes,no,no,yes,yes,0,no,unfurnished,Chhattisgarh,Raipur,Shankar Nagar,21.248,81.661
11153774,2904,4,2,2,yes,yes,no,yes,no,2,no,unfurnished,Uttarakhand,Haridwar,Ranipur,29.9935,78.1595
5152313,1637,3,4,2,yes,yes,yes,yes,yes,1,yes,furnished,West Bengal,Kolkata,Ballygunge,22.5785,88.3899
19660354,2196,3,1,2,yes,no,no,no,no,2,no,furnished,Delhi,New Delhi,Saket,28.6468,77.2307
7911624,3891,4,3,2,yes,no,no,yes,yes,2,no,semi-furnished,Tamil Nadu,Coimbatore,RS Puram,11.0262,76.9337
11037396,2720,4,2,2,yes,yes,yes,yes,yes,0,yes,semi-furnished,Karnataka,Mangalore,Bejai,12.926,74.859
3346702,1466,2,3,2,yes,no,no,no,no,2,no,semi-furnished,Madhya Pradesh,Jabalpur,Wright Town,23.1639,80.0027
647762,812,2,2,1,yes,no,no,no,yes,2,yes,semi-furnished,Uttarakhand,Haridwar,Ranipur,29.9835,78.1161
1976381,1033,2,2,3,no,yes,no,no,yes,1,yes,furnished,Assam,Jorhat,Gar Ali,26.798,94.1948
12222244,3153,4,2,2,yes,yes,no,yes,yes,1,no,semi-furnished,Odisha,Bhubaneswar,Saheed Nagar,20.3003,85.8605
2148315,1633,3,3,2,no,no,no,no,no,1,yes,unfurnished,Karnataka,Mangalore,Kodialbail,12.9184,74.8859
3410528,2255,3,3,3,yes,no,no,no,yes,1,no,furnished,Chhattisgarh,Raipur,Telibandha,21.2701,81.6062
1794609,972,2,2,3,yes,no,yes,no,yes,1,yes,furnished,Madhya Pradesh,Jabalpur,Vijay Nagar,23.2129,80.0055
1969968,1359,2,1,3,no,no,no,yes,yes,2,yes,furnished,Maharashtra,Pune,Kothrud,18.5246,73.9007
16162618,3987,4,2,2,yes,no,no,no,yes,2,no,unfurnished,Chhattisgarh,Bilaspur,Vyapar Vihar,22.1113,82.1258
11898606,2877,4,1,3,no,no,no,no,no,2,yes,unfurnished,Jammu & Kashmir,Jammu,Jammu Cantt,32.7054,74.9015
15208033,3478,4,1,3,no,no,no,no,yes,2,no,semi-furnished,Chhattisgarh,Bhilai,Sector 1,21.2027,81.3981
7818831,1436,2,2,3,yes,no,no,no,yes,2,no,semi-furnished,Karnataka,Bangalore,Indiranagar,13.0176,77.6266
2618851,1385,2,2,1,no,no,no,yes,no,2,yes,unfurnished,Rajasthan,Jodhpur,Ratanada,26.2388,72.9934
2704507,851,2,1,1,yes,no,no,no,yes,1,yes,semi-furnished,Rajasthan,Jaipur,Raja Park,26.8726,75.8198
4212743,1957,3,3,3,yes,yes,no,yes,yes,2,yes,unfurnished,Himachal Pradesh,Shimla,Sanjauli,31.0927,77.2118
4198993,2390,3,2,2,yes,no,yes,yes,no,1,yes,unfurnished,Haryana,Faridabad,NIT,28.3907,77.2908
8112151,2357,4,2,1,no,yes,no,no,yes,2,yes,unfurnished,West Bengal,Durgapur,Bidhannagar,23.5138,87.3287
4677888,1902,3,2,2,yes,no,no,no,yes,2,no,unfurnished,Himachal Pradesh,Manali,Mall Road,32.2424,77.1414
21796106,4963,5,2,2,yes,yes,yes,no,no,2,no,unfurnished,Jammu & Kashmir,Srinagar,Rajbagh,34.0556,74.8419
1984618,1485,2,1,2,yes,no,no,no,yes,1,yes,unfurnished,Himachal Pradesh,Shimla,Chhota Shimla,31.0783,77.1881
1365535,1260,3,2,1,yes,yes,no,no,no,3,no,furnished,Bihar,Gaya,Khajekalan,24.8005,85.0314
12243263,2726,4,3,1,yes,yes,no,no,no,1,yes,unfurnished,Andhra Pradesh,Guntur,Brindavan Gardens,16.2965,80.4005
6618769,3486,4,2,1,yes,yes,no,yes,no,1,no,semi-furnished,Punjab,Jalandhar,Model Town,31.3661,75.588
2291491,1300,2,2,1,yes,no,no,yes,yes,1,yes,semi-furnished,Odisha,Cuttack,CDA,20.439,85.8711
13550150,2651,4,4,3,no,yes,no,yes,no,2,no,semi-furnished,Maharashtra,Pune,Magarpatta,18.538,73.8463
1002394,1243,2,2,2,yes,no,no,yes,yes,2,no,furnished,Chhattisgarh,Bhilai,Sector 9,21.231,81.3845
1538320,1238,3,2,2,yes,no,yes,yes,yes,2,yes,semi-furnished,Karnataka,Mysore,Kuvempunagar,12.3275,76.6655
8104777,3815,4,3,2,yes,no,no,no,yes,1,no,semi-furnished,Kerala,Kozhikode,Chevayur,11.2398,75.8029
4390322,1764,3,2,2,yes,yes,no,no,yes,2,no,furnished,Odisha,Bhubaneswar,Saheed Nagar,20.3138,85.7939
27742455,7406,5,2,1,yes,no,no,no,yes,2,no,semi-furnished,Odisha,Cuttack,Badambadi,20.4412,85.9289
3808555,1382,3,1,1,yes,no,no,no,yes,1,no,semi-furnished,Jammu & Kashmir,Jammu,Jammu Cantt,32.6945,74.8791
3919985,2075,3,2,2,yes,no,no,no,yes,1,yes,semi-furnished,Karnataka,Mangalore,Kadri,12.9043,74.8489
6354185,2239,3,1,1,yes,no,no,no,yes,2,yes,furnished,Tamil Nadu,Coimbatore,Peelamedu,11.0117,76.9222
25377227,5948,5,2,3,no,no,no,no,yes,2,no,furnished,Himachal Pradesh,Manali,Old Manali,32.2311,77.1539
8534344,2754,4,3,2,yes,yes,no,no,yes,2,yes,unfurnished,Kerala,Trivandrum,Vellayambalam,8.5103,76.9338
2187643,828,2,2,4,yes,no,no,no,yes,0,no,semi-furnished,Maharashtra,Nagpur,Ramdaspeth,21.117,79.0621
6876136,1385,2,1,3,yes,yes,no,no,yes,1,no,furnished,Telangana,Hyderabad,Madhapur,17.4235,78.4476
1065122,1483,2,2,1,yes,yes,no,no,yes,1,no,furnished,Karnataka,Mysore,Gokulam,12.2717,76.6016
1721000,1229,3,4,1,yes,no,no,no,yes,0,no,semi-furnished,Punjab,Chandigarh,Sector 43,30.7204,76.7499
8497594,1723,3,1,2,yes,no,no,yes,no,2,no,unfurnished,Maharashtra,Mumbai,Bandra West,19.1134,72.9198
6569563,3003,4,2,3,yes,yes,no,no,yes,1,no,furnished,Delhi,East Delhi,Mayur Vihar,28.6583,77.3163
4125935,2109,3,3,3,no,no,no,yes,yes,1,no,semi-furnished,Telangana,Nizamabad,MIG Colony,18.6921,78.1359
20580664,2379,4,1,1,yes,no,no,no,yes,1,no,semi-furnished,Tamil Nadu,Chennai,Velachery,13.0689,80.2483
1353979,1480,2,2,1,yes,no,no,yes,yes,1,yes,semi-furnished,Assam,Jorhat,Tarajan,26.7493,94.1914
27620377,3116,4,2,1,yes,yes,no,yes,yes,1,no,semi-furnished,Tamil Nadu,Chennai,Nungambakkam,13.109,80.2343
1536907,1292,3,3,2,yes,yes,no,no,yes,1,yes,furnished,Jharkhand,Jamshedpur,Sakchi,22.796,86.2424
1865603,958,2,3,3,yes,no,no,no,no,1,yes,semi-furnished,West Bengal,Durgapur,Steel Township,23.5548,87.3517
3840077,1371,3,1,2,yes,yes,no,yes,yes,2,no,furnished,Karnataka,Mysore,Gokulam,12.294,76.6425
2604808,1613,3,2,3,yes,no,no,no,yes,2,yes,unfurnished,Jharkhand,Dhanbad,Hirapur,23.7725,86.4285
726162,817,2,3,3,no,no,no,no,no,2,no,unfurnished,Haryana,Faridabad,Old Faridabad,28.3649,77.3305
4626737,1229,3,2,2,no,no,yes,no,yes,2,no,furnished,Tamil Nadu,Chennai,Adyar,13.1268,80.3018
2271177,1292,2,2,2,yes,no,yes,yes,yes,1,yes,semi-furnished,Odisha,Cuttack,Badambadi,20.4249,85.833
7801487,2284,3,2,3,yes,yes,no,no,yes,2,no,furnished,Haryana,Panchkula,Sector 5,30.7323,76.8268
10015182,3999,4,3,3,yes,no,no,no,yes,1,yes,unfurnished,Tamil Nadu,Madurai,KK Nagar,9.8934,78.1186
1256885,1092,2,2,3,no,no,no,no,yes,1,yes,semi-furnished,Jammu & Kashmir,Srinagar,Gogji Bagh,34.1242,74.7541
4183728,1822,3,4,3,no,no,no,no,yes,2,yes,semi-furnished,Chhattisgarh,Bhilai,Sector 9,21.2465,81.4005
1791463,1241,2,2,3,yes,no,yes,yes,yes,3,yes,furnished,Rajasthan,Udaipur,Hiran Magri,24.5918,73.7149
1797635,1085,2,2,1,yes,no,yes,no,yes,0,no,semi-furnished,Telangana,Hyderabad,Gachibowli,17.3452,78.4949
8024558,3357,4,3,1,yes,no,no,no,yes,2,no,semi-furnished,Telangana,Warangal,Hanamkonda,17.9577,79.5811
1266723,1309,2,2,2,yes,no,no,yes,no,1,no,semi-furnished,Himachal Pradesh,Dharamshala,Dharamshala,32.2642,76.2803
1612425,1121,2,3,2,yes,no,no,yes,yes,1,yes,semi-furnished,Madhya Pradesh,Gwalior,Lashkar,26.2198,78.2072
1062673,1217,2,2,2,no,no,yes,yes,yes,2,no,semi-furnished,Tamil Nadu,Trichy,Thillai Nagar,10.8354,78.6991
5900326,3977,4,2,1,yes,yes,no,no,yes,1,no,unfurnished,Uttarakhand,Haridwar,Ranipur,29.9895,78.2038
3581240,1593,3,2,2,yes,no,no,no,yes,2,no,furnished,Kerala,Trivandrum,Kazhakootam,8.4869,76.8949
67678262,7298,5,3,1,yes,no,no,no,yes,1,no,furnished,West Bengal,Kolkata,Park Street,22.5468,88.3823
5759905,2389,3,3,2,yes,yes,no,no,no,1,yes,furnished,Bihar,Bhagalpur,Adampur,25.2553,86.9839
3943402,874,2,3,1,no,no,yes,no,yes,1,no,semi-furnished,Delhi,New Delhi,Saket,28.5808,77.2566
4139679,3059,4,2,2,yes,yes,no,no,yes,0,no,furnished,Tamil Nadu,Madurai,SS Colony,9.963,78.0816
1622060,1697,3,2,2,yes,no,no,no,yes,3,no,semi-furnished,Himachal Pradesh,Shimla,Sanjauli,31.1007,77.1469
11466006,3211,4,2,2,yes,yes,no,yes,yes,1,no,unfurnished,Kerala,Thrissur,Kuriachira,10.4843,76.205
14811035,3977,4,3,3,yes,yes,yes,yes,no,1,yes,furnished,Jammu & Kashmir,Jammu,Jammu Cantt,32.7542,74.8116
1893747,1027,2,3,2,no,no,no,no,yes,1,no,unfurnished,Maharashtra,Thane,Kolshet Road,19.2414,72.9523
3892023,3399,4,2,3,yes,no,no,no,yes,1,no,semi-furnished,Karnataka,Hubli,Keshwapur,15.362,75.1236
4811964,1463,3,3,4,yes,no,yes,no,yes,2,no,unfurnished,Rajasthan,Jaipur,Mansarovar,26.9285,75.829
7600155,2110,4,1,2,no,no,no,no,yes,2,yes,unfurnished,Uttar Pradesh,Lucknow,Indira Nagar,26.8217,80.9845
3735746,1321,3,2,2,yes,yes,yes,no,yes,1,no,semi-furnished,Maharashtra,Pune,Magarpatta,18.5664,73.8116
5113348,1420,2,3,1,no,no,no,yes,yes,1,yes,unfurnished,West Bengal,Kolkata,Salt Lake,22.6102,88.3818
2152968,1138,2,1,3,no,yes,yes,yes,yes,0,yes,semi-furnished,Himachal Pradesh,Manali,Vashisht,32.2389,77.2253
2102734,1281,2,2,2,yes,no,no,yes,yes,1,yes,furnished,Telangana,Warangal,Nakkalagutta,17.9679,79.6004
1688002,845,2,4,1,yes,no,no,yes,yes,1,yes,unfurnished,Andhra Pradesh,Guntur,Pattabhipuram,16.2789,80.4815
10924846,3897,4,3,3,yes,no,no,no,yes,1,no,semi-furnished,Bihar,Bhagalpur,Tilkamanjhi,25.2769,86.9352
9129443,2014,4,2,2,yes,no,no,yes,yes,1,no,furnished,Jharkhand,Jamshedpur,Sakchi,22.8286,86.155
2027109,1304,2,3,2,no,no,no,yes,yes,1,no,semi-furnished,Rajasthan,Kota,Vigyan Nagar,25.1873,75.8268
4739081,1531,3,3,2,yes,no,yes,no,yes,1,no,semi-furnished,Madhya Pradesh,Gwalior,Maharaj Bada,26.1684,78.1728
29066876,3302,4,2,3,no,yes,no,yes,yes,2,yes,semi-furnished,Maharashtra,Mumbai,Malad,19.0955,72.8666
2128885,2480,3,2,1,yes,yes,no,yes,no,1,yes,furnished,Uttar Pradesh,Noida,Sector 62,28.5144,77.3967
3668679,1546,3,2,4,yes,no,no,yes,yes,1,no,unfurnished,Karnataka,Mangalore,Bejai,12.9361,74.8674
2025837,1136,2,2,1,no,no,no,no,no,1,no,furnished,Himachal Pradesh,Shimla,Mall Road,31.0567,77.2101
729748,1240,2,1,2,no,no,no,no,yes,2,no,semi-furnished,West Bengal,Siliguri,Pradhan Nagar,26.7124,88.4079
1868690,2069,3,4,2,yes,yes,yes,yes,yes,2,no,unfurnished,Punjab,Ludhiana,Model Town,30.9237,75.867
4618263,1355,3,2,2,yes,yes,no,no,yes,1,no,semi-furnished,Andhra Pradesh,Guntur,Brindavan Gardens,16.3421,80.4365
22427532,3055,4,3,1,yes,yes,no,yes,no,2,yes,furnished,Tamil Nadu,Chennai,Tambaram,13.0825,80.3057
2490654,1295,3,2,1,no,yes,no,yes,yes,2,no,semi-furnished,Bihar,Bhagalpur,Tilkamanjhi,25.2801,86.9391
7592298,2452,3,4,3,no,no,no,no,no,2,yes,furnished,Karnataka,Mangalore,Kadri,12.8824,74.853
5470089,1645,3,2,3,no,no,no,no,no,1,no,unfurnished,Assam,Jorhat,Raja Ali,26.7204,94.1704
1827282,921,2,1,3,yes,yes,no,no,yes,1,no,unfurnished,Gujarat,Ahmedabad,Satellite,23.0419,72.595
1713094,882,2,2,2,no,no,yes,yes,yes,2,yes,furnished,Andhra Pradesh,Vijayawada,MG Road,16.5431,80.6058
4167164,1395,3,3,2,yes,no,no,no,yes,0,yes,furnished,Jammu & Kashmir,Jammu,Gandhi Nagar,32.7193,74.898
7289149,1947,3,3,1,yes,no,no,yes,yes,3,no,unfurnished,Tamil Nadu,Chennai,OMR,13.0948,80.2827
34894584,7379,5,4,3,no,no,no,yes,yes,2,yes,unfurnished,Maharashtra,Nagpur,Civil Lines,21.1377,79.0495
7959238,2918,4,3,2,yes,no,no,yes,no,2,no,unfurnished,Haryana,Panchkula,Sector 20,30.6672,76.819
1660633,973,2,3,2,no,no,yes,no,yes,1,yes,furnished,Tamil Nadu,Madurai,KK Nagar,9.93,78.1397
8888712,2553,4,2,3,yes,no,no,no,yes,1,no,furnished,West Bengal,Siliguri,Pradhan Nagar,26.689,88.3699
6044913,2028,3,1,2,no,no,no,yes,yes,1,yes,unfurnished,Jammu & Kashmir,Jammu,Jammu Cantt,32.6768,74.8526
12917637,2620,4,2,2,no,no,no,no,yes,1,no,furnished,Karnataka,Bangalore,Jayanagar,12.9669,77.5689
2140038,2292,3,1,1,yes,no,no,yes,no,2,yes,furnished,Delhi,South Delhi,Defence Colony,28.5465,77.2173
6515648,2609,4,2,2,yes,yes,no,no,no,3,no,unfurnished,Punjab,Chandigarh,Sector 34,30.7485,76.8184
6838765,2568,4,2,1,yes,no,no,no,yes,1,yes,unfurnished,Delhi,North Delhi,GTB Nagar,28.6776,77.0956
19326299,3949,4,1,2,yes,no,yes,no,yes,2,no,unfurnished,Maharashtra,Mumbai,Malad,19.0427,72.8382
2012261,1880,3,2,1,yes,no,no,no,yes,1,yes,furnished,Maharashtra,Nashik,Gangapur Road,19.9741,73.8165
8522618,2854,4,1,1,no,no,no,no,yes,2,no,unfurnished,Odisha,Rourkela,Panposh,22.2466,84.8906
9898996,2038,3,2,3,no,no,no,yes,no,2,no,semi-furnished,Telangana,Hyderabad,Hitech City,17.361,78.4524
6680071,2437,4,2,1,no,yes,no,no,yes,1,no,furnished,Uttarakhand,Dehradun,Sahastradhara Road,30.3635,77.9961
4423833,1438,3,2,2,no,no,no,no,yes,2,yes,unfurnished,Gujarat,Rajkot,150 Feet Ring Road,22.2985,70.8134
11574449,2861,4,1,1,yes,yes,no,no,yes,2,yes,furnished,Tamil Nadu,Madurai,SS Colony,9.9064,78.1415
2790514,2092,4,3,1,yes,no,yes,no,no,2,no,furnished,Telangana,Nizamabad,MIG Colony,18.6445,78.117
1402627,1053,2,2,1,no,no,yes,no,yes,2,no,semi-furnished,Punjab,Ludhiana,Model Town,30.866,75.8215
3224006,1333,3,2,3,yes,no,no,yes,yes,2,no,semi-furnished,Kerala,Kozhikode,Chevayur,11.2585,75.7523
6958448,1255,2,2,2,yes,no,no,no,no,1,no,furnished,Maharashtra,Mumbai,Dadar,19.0262,72.8995
2389083,874,2,2,2,yes,no,no,no,no,2,yes,furnished,Maharashtra,Nagpur,Civil Lines,21.1697,79.0446
9051871,2200,3,2,2,yes,no,no,no,yes,1,no,furnished,Telangana,Hyderabad,Gachibowli,17.4339,78.4542
5164467,1150,2,2,2,yes,no,no,no,yes,2,yes,semi-furnished,Tamil Nadu,Chennai,OMR,13.089,80.2907
2333481,1528,3,2,2,yes,no,no,yes,yes,1,no,unfurnished,Kerala,Trivandrum,Kowdiar,8.4853,76.9463
24930843,7126,5,3,3,no,no,no,yes,yes,1,yes,furnished,Punjab,Ludhiana,Civil Lines,30.9432,75.8877
3451661,2628,4,2,2,yes,no,no,no,yes,2,no,furnished,Kerala,Trivandrum,Pattom,8.5224,76.927
5326704,1925,3,3,2,yes,no,no,yes,no,1,no,unfurnished,Madhya Pradesh,Bhopal,Hoshangabad Road,23.2413,77.4512
2515039,1399,3,3,3,yes,no,no,yes,no,3,no,unfurnished,Uttar Pradesh,Lucknow,Gomti Nagar,26.8546,80.9928
9193552,1653,3,3,3,yes,no,no,no,yes,3,yes,unfurnished,Delhi,New Delhi,Vasant Kunj,28.6248,77.1655
2243272,1219,2,2,2,yes,no,no,no,yes,1,no,semi-furnished,Karnataka,Mysore,Gokulam,12.3337,76.6251
1874788,1308,2,3,1,yes,no,no,yes,yes,3,no,semi-furnished,Uttarakhand,Dehradun,Vasant Vihar,30.3168,78.0278
8141660,1361,2,1,1,yes,yes,yes,no,yes,1,no,semi-furnished,Maharashtra,Mumbai,Malad,19.0377,72.8402
1495068,1016,2,2,2,yes,no,no,no,yes,1,yes,semi-furnished,Odisha,Cuttack,CDA,20.4405,85.9176
3060204,1805,3,2,2,yes,yes,no,yes,yes,2,no,semi-furnished,Telangana,Nizamabad,Begumpet,18.6422,78.0799
2843379,1400,2,2,1,no,no,no,no,no,2,yes,furnished,Uttarakhand,Haridwar,BHEL,29.9189,78.117
4113191,1606,3,2,2,no,yes,yes,no,yes,0,no,semi-furnished,Rajasthan,Jaipur,Raja Park,26.9101,75.8186
3764049,2708,4,2,3,no,no,no,no,yes,1,no,semi-furnished,Uttarakhand,Dehradun,Rajpur Road,30.2944,78.0294
5183218,1939,3,2,1,yes,yes,no,no,no,3,no,furnished,Chhattisgarh,Raipur,Devendra Nagar,21.2999,81.6355
16068064,3973,4,3,1,yes,no,no,no,no,2,no,furnished,West Bengal,Siliguri,Matigara,26.7621,88.4274
6140293,2055,3,1,3,no,no,no,yes,yes,3,no,semi-furnished,Tamil Nadu,Trichy,Cantonment,10.7667,78.6575
2906111,1645,3,2,3,yes,yes,no,no,no,0,no,furnished,Punjab,Jalandhar,Model Town,31.3607,75.6231
3761484,1405,3,2,1,yes,no,no,no,yes,2,no,unfurnished,Kerala,Kochi,Palarivattom,9.9276,76.2959
2776808,1353,2,2,1,yes,no,no,no,yes,3,no,unfurnished,Andhra Pradesh,Vijayawada,MG Road,16.5298,80.6014
4017289,1479,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,West Bengal,Kolkata,Alipore,22.5307,88.3589
11611623,3936,4,3,1,yes,no,no,no,yes,2,yes,semi-furnished,Haryana,Faridabad,NIT,28.4212,77.2989
34112366,5375,5,2,1,no,no,no,yes,yes,1,yes,furnished,Tamil Nadu,Chennai,T Nagar,13.0768,80.25
645580,824,2,1,1,yes,no,no,yes,no,2,yes,semi-furnished,Delhi,North Delhi,GTB Nagar,28.6781,77.1457
6421906,2223,3,2,2,yes,no,no,no,yes,1,no,furnished,Haryana,Faridabad,Greater Faridabad,28.3903,77.3479
4466499,3352,4,3,4,no,yes,no,yes,yes,2,no,semi-furnished,Odisha,Cuttack,CDA,20.4551,85.9136
2841281,863,2,3,3,yes,no,no,yes,no,3,no,unfurnished,Maharashtra,Pune,Wakad,18.5385,73.8534
2123382,1405,3,2,1,yes,yes,no,no,no,1,no,furnished,Tamil Nadu,Coimbatore,RS Puram,11.0585,76.9741
20592425,6866,5,3,2,yes,yes,no,yes,yes,2,yes,unfurnished,Jharkhand,Dhanbad,Wasseypur,23.831,86.4407
803795,936,2,2,3,yes,no,no,yes,no,3,yes,semi-furnished,West Bengal,Siliguri,Matigara,26.6939,88.4318
1831638,1180,2,2,1,yes,no,no,no,yes,2,no,furnished,Delhi,East Delhi,Mayur Vihar,28.6648,77.286
7772714,4208,5,3,3,no,no,yes,no,yes,3,no,furnished,Uttarakhand,Dehradun,GMS Road,30.3607,77.9897
6393067,2235,4,1,1,yes,no,yes,no,no,2,no,furnished,Bihar,Patna,Exhibition Road,25.6378,85.1248
2966177,1744,3,2,2,yes,yes,no,no,yes,3,yes,furnished,Rajasthan,Udaipur,Sector 3,24.5741,73.6926
2325430,1460,2,3,2,yes,no,no,no,yes,2,yes,furnished,Haryana,Panchkula,Sector 20,30.7425,76.8198
13990482,3088,4,2,1,yes,no,yes,yes,yes,2,no,semi-furnished,Gujarat,Ahmedabad,Vastrapur,23.0098,72.5617
1662327,1337,3,2,2,yes,no,no,no,no,2,no,semi-furnished,Jharkhand,Jamshedpur,Bistupur,22.8273,86.2059
11280993,3354,4,1,1,no,no,no,yes,no,2,yes,semi-furnished,Madhya Pradesh,Jabalpur,Civil Lines,23.1809,80.0017
1468941,1394,2,1,1,yes,yes,no,no,no,2,yes,semi-furnished,Bihar,Patna,Fraser Road,25.6149,85.1202
2947990,1950,3,2,1,yes,no,no,yes,yes,2,no,semi-furnished,Madhya Pradesh,Jabalpur,Vijay Nagar,23.1632,80.0031
14925674,3568,4,3,1,yes,no,no,no,yes,2,yes,unfurnished,Gujarat,Rajkot,Mavdi,22.275,70.7813
2494277,974,2,2,3,yes,no,no,no,yes,1,yes,unfurnished,Tamil Nadu,Chennai,Adyar,13.0943,80.2323
16154304,4543,5,2,2,yes,no,no,no,yes,1,yes,unfurnished,Bihar,Patna,Kankarbagh,25.6357,85.1428
2125257,960,2,3,1,no,no,no,no,yes,1,no,furnished,Uttar Pradesh,Noida,Greater Noida West,28.5554,77.3497
2341076,1321,3,3,1,yes,yes,no,yes,no,1,yes,semi-furnished,Andhra Pradesh,Visakhapatnam,Gajuwaka,17.6537,83.2139
900216,1440,2,2,1,yes,no,no,no,yes,1,yes,semi-furnished,Uttar Pradesh,Agra,Dayalbagh,27.1402,78.0549
1580343,1428,2,3,3,no,no,no,no,yes,2,no,semi-furnished,Delhi,South Delhi,Hauz Khas,28.5849,77.254
3602849,1396,2,4,3,yes,no,no,no,no,2,yes,furnished,Rajasthan,Jaipur,Vaishali Nagar,26.8959,75.7705
2065107,1219,3,1,2,no,yes,no,no,yes,1,yes,semi-furnished,Madhya Pradesh,Indore,Bhawar Kuan,22.7497,75.8677
1948669,1124,2,2,3,yes,no,no,no,yes,3,yes,furnished,Tamil Nadu,Coimbatore,Peelamedu,10.974,76.9466
1792878,1494,3,2,2,yes,no,no,no,yes,2,no,semi-furnished,Haryana,Faridabad,Old Faridabad,28.4476,77.2942
5667407,2114,3,3,2,no,no,no,no,yes,3,yes,unfurnished,Bihar,Gaya,Station Road,24.7771,85.0316
4985322,2221,4,1,3,yes,yes,yes,yes,yes,0,yes,furnished,Madhya Pradesh,Bhopal,Arera Colony,23.2369,77.3657
13004765,3443,4,2,1,yes,no,no,no,yes,1,yes,unfurnished,Haryana,Faridabad,NIT,28.4561,77.2743
4213902,1609,3,1,2,yes,yes,no,no,yes,1,no,furnished,Telangana,Hyderabad,Kondapur,17.3804,78.4695
18125011,2227,4,1,2,no,no,no,no,yes,1,yes,semi-furnished,Haryana,Gurugram,Sohna Road,28.4797,77.0535
1269385,869,2,2,1,no,no,no,yes,yes,1,no,unfurnished,Maharashtra,Nagpur,Sadar,21.1765,79.0634
3608532,2110,3,2,2,no,no,no,no,yes,1,no,unfurnished,Assam,Guwahati,Paltan Bazaar,26.1169,91.6886
8866796,2702,4,2,2,yes,no,no,yes,yes,1,no,unfurnished,Odisha,Bhubaneswar,Chandrasekharpur,20.3367,85.8286
21271501,3337,4,3,3,no,no,no,no,yes,3,no,furnished,Kerala,Kochi,MG Road,9.97,76.2598
2105503,1060,2,2,2,yes,no,no,no,no,2,yes,furnished,Maharashtra,Nagpur,Sitabuldi,21.1007,79.0613
2866289,1251,3,2,3,yes,yes,no,no,yes,2,yes,furnished,Madhya Pradesh,Gwalior,Thatipur,26.2535,78.1557
